Lat	Long	Soil_Type	Soil_Class	SoilDepth	HzSimb	HzDeIn	HzDeFn	HzVal	Silt	Clay	Sand	pH_KCL	C	C_N	BD
-12.833	-59.283	Areia Quartzosa distrófica	AQd8	200	A1	0	20	1	5.05	6.13	88.82	4.2	0.9	13	1.4
-15.833	-59.267	Solo Litólico distrófico	Rd8	200	A12	20	40	2	48.6	21.2	30.2	3.8	1	10	1.4
-15.833	-59.267	Solo Litólico distrófico	Rd8	200	A11	0	20	1	52.2	17.8	30	3.8	1.7	10	1.4
-10.833	-59.250	LVA ál. Arg.	LVA	200	B1	12	45	3	31	35	34	2.8	2.32	14	1.4
-10.833	-59.250	LVA ál. Arg.	LVA	200	B21	45	85	4	32	38	30	3.4	1.52	15	1.4
-10.833	-59.250	LVA ál. Arg.	LVA	200	A1	0	5	1	21	30	49	2.9	4.7	15	1.4
-10.833	-59.250	LVA ál. Arg.	LVA	200	B22	85	125	5	33	37	30	3.6	1.07	18	1.4
-10.833	-59.250	LVA ál. Arg.	LVA	200	A3	5	12	2	27	34	39	3.1	2.7	18	1.4
-10.000	-59.250	PVA ál. At. Baixa arg.	PVA	207	B2	70	170	4	14	44	42	4.5	0.28	9	8.4
-10.000	-59.250	PVA ál. At. Baixa arg.	PVA	206	B1	30	70	3	19	40	41	3.6	0.55	9	7.4
-10.000	-59.250	PVA ál. At. Baixa arg.	PVA	204	A1	0	10	1	23	25	52	3.6	1.99	10	5.4
-10.000	-59.250	PVA ál. At. Baixa arg.	PVA	205	A3	10	30	2	19	34	47	3.5	0.74	11	6.4
-9.250	-59.250	Li d. at. Baixa méd.	Li	200	A	0	20	1	7.2	21.7	71.1	3.8	2.5	10	1.4
-16.233	-59.233	0	PV d Tb ab. Aren./méd.	200	B22	100	130	5	28.6	19.5	51.9	3.8	1.47	3.8	1.4
-16.233	-59.233	0	PV d Tb ab. Aren./méd.	200	B21	60	100	4	23	14.2	62.8	3.8	1.62	3.8	1.4
-16.233	-59.233	0	PV d Tb ab. Aren./méd.	200	B1	35	60	3	21.2	6.6	72.2	3.9	3.21	3.9	1.4
-16.233	-59.233	0	PV d Tb ab. Aren./méd.	200	A3	15	35	2	19.9	5.4	74.7	4	3.69	4	1.4
-16.233	-59.233	0	PV d Tb ab. Aren./méd.	200	A1	0	15	1	20.9	42	37.1	4.5	4.98	4.5	1.4
-15.833	-59.233	0	R e chern. Méd.	200	A12	15	35	2	41.8	13.1	45.1	4.6	1.1	10	1.4
-15.833	-59.233	0	R e chern. Méd.	200	A11	0	15	1	43.2	14	42.8	4.7	2.4	10	1.4
-11.350	-59.233	PVA d. at. baixa méd.	PVA	200	B22	100	140	5	45.6	34.4	20	4.3	0.2	10	1.4
-11.350	-59.233	PVA d. at. baixa méd.	PVA	200	B3	140	170	6	53.9	24.8	21.3	4.2	0.2	10	1.4
-11.350	-59.233	PVA d. at. baixa méd.	PVA	200	B21	60	100	4	40.2	37.2	22.6	4.2	0.4	10	1.4
-11.350	-59.233	PVA d. at. baixa méd.	PVA	200	B1	30	60	3	48.2	28	23.8	4	0.6	10	1.4
-11.350	-59.233	PVA d. at. baixa méd.	PVA	200	A3	15	30	2	50.8	22.8	26.4	4.3	0.8	10	1.4
-11.350	-59.233	PVA d. at. baixa méd.	PVA	200	A1	0	15	1	58.2	18	23.8	4.3	1.4	10	1.4
-16.167	-59.217	no value given	AQ d ...	200	C3	110	150	5	8	5.4	86.6	4.3	0.1	10	1.4
-16.167	-59.217	no value given	AQ d ...	200	C2	70	110	4	8.4	4.1	87.5	4.3	0.2	10	1.4
-16.167	-59.217	no value given	AQ d ...	200	A3	15	30	2	5.7	3.8	90.5	4.6	0.3	10	1.4
-16.167	-59.217	no value given	AQ d ...	200	C1	30	70	3	6.6	3.8	89.6	4.6	0.3	10	1.4
-16.167	-59.217	no value given	AQ d ...	200	A1	0	15	1	6.8	4.3	88.9	4.1	0.7	10	1.4
-14.983	-59.217	Podzólico Vermelho-Amarelo Distrófico	PE13	200	B1	20	40	2	13.3	36.8	49.9	4.5	0.9	9	1.4
-14.983	-59.217	Podzólico Vermelho-Amarelo Distrófico	PE13	200	A	0	20	1	19.8	24.8	55.4	6.5	1.2	11	1.4
-14.983	-59.217	Podzólico Vermelho-Amarelo Distrófico	PE13	200	B22tcn	70	100	4	10.4	41.4	48.2	4.4	0.7	18	1.4
-14.983	-59.217	Podzólico Vermelho-Amarelo Distrófico	PE13	200	B21tcn	40	70	3	9.5	46.6	43.9	4.4	0.8	20	1.4
-15.767	-59.200	0	PE Tb cn.  Méd.	200	B1cn	25	65	3	40.4	25.8	33.8	4.3	0.4	10	1.4
-15.767	-59.200	0	PE Tb cn.  Méd.	200	B2tcn	65	140	4	40	30.9	29.1	4.1	0.8	10	1.4
-15.767	-59.200	0	PE Tb cn.  Méd.	200	A3cn	12	25	2	43.8	18.9	37.3	4.4	1	10	1.4
-15.767	-59.200	0	PE Tb cn.  Méd.	200	A1	0	12	1	54.7	11.3	34	5.4	1.8	10	1.4
-15.367	-59.200	0	R e proem. Méd. casc.	200	A12	15	30	2	36.5	14.1	49.4	5.3	3.4	10	1.4
-15.367	-59.200	0	R e proem. Méd. casc.	200	A11	0	15	1	46.1	13.9	40	6.4	7.3	10	1.4
-11.767	-59.200	g ál. ... 	g	200	C2	70	100	4	11.8	14.2	74	4.1	0.4	10	1.4
-11.767	-59.200	g ál. ... 	g	200	C1	40	70	3	8.7	13.7	77.6	4.2	0.8	10	1.4
-11.767	-59.200	g ál. ... 	g	200	A12	20	40	2	12.4	11.5	76.1	4	1.1	10	1.4
-11.767	-59.200	g ál. ... 	g	200	A11	0	20	1	7.4	9.8	82.8	3.6	1.3	10	1.4
-13.483	-59.183	Areia Quartzosa Hidromórfica álica	AQd8	200	 C2	100	160	4	8.7	11.4	79.9	4.3	0.5	10	1.4
-13.483	-59.183	Areia Quartzosa Hidromórfica álica	AQd8	200	C1	40	100	3	7.2	7.4	85.4	4.3	0.9	10	1.4
-13.483	-59.183	Areia Quartzosa Hidromórfica álica	AQd8	200	AC	20	40	2	6.4	6.8	86.8	4.3	1.1	10	1.4
-13.483	-59.183	Areia Quartzosa Hidromórfica álica	AQd8	200	A1	0	20	1	7.3	6.8	85.9	4	2.3	10	1.4
-15.383	-59.167	0	PV a Tb proem. méd.casc./arg.casc.	200	B2t	65	130	4	12.9	50.4	36.7	4	0.4	10	1.4
-15.383	-59.167	0	PV a Tb proem. méd.casc./arg.casc.	200	B1	35	65	3	15.9	35.9	48.2	3.9	0.8	10	1.4
-15.383	-59.167	0	PV a Tb proem. méd.casc./arg.casc.	200	A3	15	35	2	15.1	28	56.9	3.8	1.3	10	1.4
-15.383	-59.167	0	PV a Tb proem. méd.casc./arg.casc.	200	A1	0	15	1	24.1	18.6	57.3	4.7	2.9	10	1.4
-14.583	-59.167	0	AQ a	200	A1	0	20	1	1	6.5	92.5	4.1	0.4	10	1.4
-14.583	-59.167	0	AQ a	200	C	40	150	3	4.2	7.1	88.7	4.1	0.4	10	1.4
-14.583	-59.167	0	AQ a	200	AC	20	40	2	4.1	6	89.9	4	0.5	10	1.4
-10.083	-59.167	PVA d. ab. Casc. At. Baixa méd.	PVA	212	A1	0	10	1	50	11	39	3.9	0.5	5	13.4
-10.083	-59.167	PVA d. ab. Casc. At. Baixa méd.	PVA	214	B21	25	60	3	28	31	41	4.3	0.3	10	15.4
-10.083	-59.167	PVA d. ab. Casc. At. Baixa méd.	PVA	213	A3	10	25	2	33	15	52	4.1	0.33	11	14.4
-10.083	-59.167	PVA d. ab. Casc. At. Baixa méd.	PVA	215	B22	60	100	4	36	29	35	4.3	0.26	13	16.4
-12.350	-59.150	0	AQ a	200	C3	110	150	5	5.6	7	87.4	4	0.2	10	1.4
-12.350	-59.150	0	AQ a	200	C2	75	110	4	6.8	8.3	84.9	4.1	0.3	10	1.4
-12.350	-59.150	0	AQ a	200	AC	10	35	2	3.2	9.9	86.9	4.1	0.5	10	1.4
-12.350	-59.150	0	AQ a	200	C1	35	75	3	5.9	8.4	85.7	4.1	0.5	10	1.4
-12.350	-59.150	0	AQ a	200	A1	0	10	1	5.8	7.4	86.8	3.7	0.9	10	1.4
-12.117	-59.150	0	AQ d ...	200	C1	60	80	4	5.2	5.2	89.6	4.3	0.2	10	1.4
-12.117	-59.150	0	AQ d ...	200	C2	80	100	5	9.8	6.8	83.4	4.3	0.2	10	1.4
-12.117	-59.150	0	AQ d ...	200	AC	40	60	3	4.9	5.6	89.5	4.3	0.3	10	1.4
-12.117	-59.150	0	AQ d ...	200	A12	20	40	2	6.5	5.6	87.9	4.2	0.5	10	1.4
-12.117	-59.150	0	AQ d ...	200	A11	0	20	1	7.3	4.2	88.5	3.9	0.6	10	1.4
-10.017	-59.150	A d. at. Baixa aren.	A	200	C2	50	85	4	17	11	72	4.1	0.32	6	1.4
-10.017	-59.150	A d. at. Baixa aren.	A	200	A3	10	25	2	23	10	67	3.7	1.35	8	1.4
-10.017	-59.150	A d. at. Baixa aren.	A	200	A1	0	10	1	25	5	70	4.2	2.11	10	1.4
-10.017	-59.150	A d. at. Baixa aren.	A	200	C1	25	50	3	20	13	67	3.7	0.7	14	1.4
-13.617	-59.133	0	LEd marg.	200	B21	60	100	4	16.2	70.5	13.3	5	0.9	15	1.4
-13.617	-59.133	0	LEd marg.	200	B22	100	140	5	16.6	70.8	12.6	5.4	0.8	16	1.4
-13.617	-59.133	0	LEd marg.	200	B1	30	60	3	14.4	73	12.6	4.5	1.5	17	1.4
-13.617	-59.133	0	LEd marg.	200	B23	140	170	6	23.2	58.6	18.2	5.7	0.7	18	1.4
-13.617	-59.133	0	LEd marg.	200	A3	15	30	2	17.9	65.8	16.3	4.3	2.1	19	1.4
-13.617	-59.133	0	LEd marg.	200	A1	0	15	1	23.3	51.7	25	4.2	3.1	19	1.4
-14.683	-59.117	Podzólico Vermelho-Amarelo Eutrófico	PE13	200	B23t	160	180	6	44.8	42.2	13	5.8	0.3	10	1.4
-14.683	-59.117	Podzólico Vermelho-Amarelo Eutrófico	PE13	200	B22t	120	160	5	44.1	45.4	10.5	5.4	0.5	10	1.4
-14.683	-59.117	Podzólico Vermelho-Amarelo Eutrófico	PE13	200	B21t	80	120	4	43.1	47.3	9.6	5.1	0.6	10	1.4
-14.683	-59.117	Podzólico Vermelho-Amarelo Eutrófico	PE13	200	B1	45	80	3	43.2	44.7	12.1	4.8	1	10	1.4
-14.683	-59.117	Podzólico Vermelho-Amarelo Eutrófico	PE13	200	A3	10	45	2	54.7	29.1	16.2	4.9	1.3	10	1.4
-14.683	-59.117	Podzólico Vermelho-Amarelo Eutrófico	PE13	200	A1	0	10	1	54.5	14.5	31	5.1	3.2	10	1.4
-15.983	-59.100	0	PVL a méd.	200	B22t	80	110	5	30.7	21	48.3	4.1	0.2	10	1.4
-15.983	-59.100	0	PVL a méd.	200	B21	45	80	4	26.9	18.4	54.7	4	0.3	10	1.4
-15.983	-59.100	0	PVL a méd.	200	B1	25	45	3	27.2	18.8	54	4	0.4	10	1.4
-15.983	-59.100	0	PVL a méd.	200	A3	10	25	2	28.2	17.2	54.6	3.9	0.5	10	1.4
-15.983	-59.100	0	PVL a méd.	200	A1	0	10	1	28.3	11.9	59.8	4	0.8	11	1.4
-1.283	-59.100	PVA  arg. …	PVA	200	B22	45	65	4	28	58	14	4.2	0.5	7.142857143	1.4
-1.283	-59.100	PVA  arg. …	PVA	200	B21	25	45	3	29	58	13	4.2	0.58	7.25	1.4
-1.283	-59.100	PVA  arg. …	PVA	200	B23	65	105	5	32	54	14	4.2	0.42	8.4	1.4
-1.283	-59.100	PVA  arg. …	PVA	200	A3	5	25	2	44	39	17	3.7	1.28	9.846153846	1.4
-1.283	-59.100	PVA  arg. …	PVA	200	A1	0	5	1	64	24	12	3.4	5.12	11.90697674	1.4
-15.833	-59.083	0	PV a Tb méd.	200	B22t	110	60	5	19.9	29.9	50.2	4	0.2	10	1.4
-15.833	-59.083	0	PV a Tb méd.	200	B21t	65	110	4	21.7	31.7	46.6	3.9	0.3	10	1.4
-15.833	-59.083	0	PV a Tb méd.	200	B1	30	65	3	23.5	23.6	52.9	3.9	0.4	10	1.4
-15.833	-59.083	0	PV a Tb méd.	200	A3	8	30	2	21.3	19	59.7	3.8	0.5	10	1.4
-15.833	-59.083	0	PV a Tb méd.	200	A1	0	8	1	22	15.8	62.2	3.8	0.7	10	1.4
-15.917	-59.067	0	RE e Ta méd.	200	C3	100	150	5	30.3	28	41.7	4.8	0.01	10	1.4
-15.917	-59.067	0	RE e Ta méd.	200	C2	70	100	4	30.7	2.3	67	4.7	0.1	10	1.4
-15.917	-59.067	0	RE e Ta méd.	200	C1	30	70	3	31.3	27	41.7	4.5	0.1	10	1.4
-15.917	-59.067	0	RE e Ta méd.	200	AC	15	30	2	30.9	30	39.1	4.3	0.6	10	1.4
-15.917	-59.067	0	RE e Ta méd.	200	A1	0	15	1	30.8	33	36.2	5.1	1.2	10	1.4
-15.017	-59.067	Latossolo Amarelo álico A moderado textura média relevo plano	LAa2	200	B22	120	160	5	4.5	26	69.5	4	0.2	10	1.4
-15.017	-59.067	Latossolo Amarelo álico A moderado textura média relevo plano	LAa2	200	B21	80	120	4	7.8	29	63.2	3.9	0.3	10	1.4
-15.017	-59.067	Latossolo Amarelo álico A moderado textura média relevo plano	LAa2	200	Bt	40	80	3	5.8	27.4	66.8	3.8	0.5	10	1.4
-15.017	-59.067	Latossolo Amarelo álico A moderado textura média relevo plano	LAa2	200	A3	10	40	2	4.4	20.2	75.4	3.9	0.7	10	1.4
-15.017	-59.067	Latossolo Amarelo álico A moderado textura média relevo plano	LAa2	200	A1	0	10	1	10.1	11.8	78.1	5	2.8	10	1.4
-12.550	-59.067	0	LVd arg.	200	B24	140	170	6	17.3	43.5	39.2	4.9	0.5	13	1.4
-12.550	-59.067	0	LVd arg.	200	B23	80	140	5	15.1	46.7	38.2	4.9	0.8	16	1.4
-12.550	-59.067	0	LVd arg.	200	B22	50	80	4	11.4	51.1	37.5	4.7	0.8	16	1.4
-12.550	-59.067	0	LVd arg.	200	B21	32	50	3	12	49.8	38.2	4.5	1	25	1.4
-12.550	-59.067	0	LVd arg.	200	A3	18	32	2	13.6	44.7	41.7	4.3	1.4	28	1.4
-12.550	-59.067	0	LVd arg.	200	A1	0	18	1	14.4	39	46.6	4.1	2.9	29	1.4
-11.267	-59.067	PVA ál. At. Baixa arg.	PVA	200	B3	140	170	6	19.4	35.1	45.5	4.2	0.3	10	1.4
-11.267	-59.067	PVA ál. At. Baixa arg.	PVA	200	B22	100	140	5	28.9	57.2	13.9	4.2	0.4	10	1.4
-11.267	-59.067	PVA ál. At. Baixa arg.	PVA	200	B21	60	100	4	24.3	33.4	42.3	3.9	0.5	10	1.4
-11.267	-59.067	PVA ál. At. Baixa arg.	PVA	200	B1	30	60	3	20	37.6	42.4	3.8	0.7	10	1.4
-11.267	-59.067	PVA ál. At. Baixa arg.	PVA	200	A3	15	30	2	18.9	35.3	45.8	3.7	0.7	10	1.4
-11.267	-59.067	PVA ál. At. Baixa arg.	PVA	200	A1	0	15	1	17.4	24.4	58.2	3.5	1.2	10	1.4
-10.933	-59.067	CL e. aren.	CL	200	A1	0	20	1	78.9	7	14.1	6.5	5.9	18	1.4
-10.933	-59.067	CL e. aren.	CL	200	AB	20	40	2	66.5	7.3	26.2	6.2	4.3	21	1.4
-15.383	-59.050	0	PV a Tb méd.casc./arg.casc.	200	B23t	130	160	6	24.2	33.7	42.1	4	0.1	10	1.4
-15.383	-59.050	0	PV a Tb méd.casc./arg.casc.	200	B22t	90	130	5	18.5	38.7	42.8	4.1	0.3	10	1.4
-15.383	-59.050	0	PV a Tb méd.casc./arg.casc.	200	B21t	60	90	4	20	32.8	47.2	4.1	0.4	10	1.4
-15.383	-59.050	0	PV a Tb méd.casc./arg.casc.	200	B1	25	60	3	18	26.4	55.6	4	0.5	10	1.4
-15.383	-59.050	0	PV a Tb méd.casc./arg.casc.	200	A3	10	25	2	20.4	15.1	64.5	4	0.9	10	1.4
-15.383	-59.050	0	PV a Tb méd.casc./arg.casc.	200	A1	0	10	1	15.1	8.3	76.6	4	1.4	10	1.4
-16.217	-59.033	0	PV d Tb ab. Aren./méd.	200	B21	65	85	4	21.5	28.1	50.4	3.6	0.76	3.6	1.4
-16.217	-59.033	0	PV d Tb ab. Aren./méd.	200	B3	145	165	7	23.9	22.2	53.9	3.6	1.07	3.6	1.4
-16.217	-59.033	0	PV d Tb ab. Aren./méd.	200	B1	40	65	3	24.1	15.8	60.1	3.6	1.52	3.6	1.4
-16.217	-59.033	0	PV d Tb ab. Aren./méd.	200	B22	85	115	5	22.1	28.9	49	3.7	0.76	3.7	1.4
-16.217	-59.033	0	PV d Tb ab. Aren./méd.	200	B23	115	145	6	21.4	22.6	56	3.7	0.94	3.7	1.4
-16.217	-59.033	0	PV d Tb ab. Aren./méd.	200	A2	20	40	2	21.7	9.1	69.2	3.8	2.38	3.8	1.4
-16.217	-59.033	0	PV d Tb ab. Aren./méd.	200	A1	0	20	1	15.5	10.9	73.6	4.2	1.42	4.2	1.4
-15.217	-59.033	0	PE Tb ab. Méd.	200	A1	0	10	1	30.7	13.4	55.9	6.7	0.1	10	1.4
-15.217	-59.033	0	PE Tb ab. Méd.	200	B2t	60	100	4	15.1	33.2	51.7	5.8	0.5	10	1.4
-15.217	-59.033	0	PE Tb ab. Méd.	200	B1	25	60	3	15.5	30	54.5	5.8	0.5	10	1.4
-15.217	-59.033	0	PE Tb ab. Méd.	200	A3	10	25	2	18.4	14.9	66.7	6.4	1.9	10	1.4
-13.133	-59.033	0	AQd	200	C2	75	120	4	4.6	10.8	84.6	4.8	0.2	10	1.4
-13.133	-59.033	0	AQd	200	C3	120	165	5	4.3	11.5	84.2	4.1	0.2	10	1.4
-13.133	-59.033	0	AQd	200	AC	20	35	2	3.7	5.9	90.4	4.3	0.4	13	1.4
-13.133	-59.033	0	AQd	200	A1	0	20	1	4	5.8	90.2	4.1	0.7	14	1.4
-13.133	-59.033	0	AQd	200	C1	35	75	3	3.7	10	86.3	4.5	0.3	15	1.4
-9.583	-59.033	Ct. d. at.alta méd.	Ct	200	(B21)	55	85	4	36	24	40	5.6	0.58	12	1.4
-9.583	-59.033	Ct. d. at.alta méd.	Ct	200	(B22)	85	105	5	32	28	40	5.6	0.5	13	1.4
-9.583	-59.033	Ct. d. at.alta méd.	Ct	200	A3	15	35	2	17	25	58	5.8	1.3	16	1.4
-9.583	-59.033	Ct. d. at.alta méd.	Ct	200	(B1)	35	55	3	32	21	47	5.6	0.81	20	1.4
-9.583	-59.033	Ct. d. at.alta méd.	Ct	200	A1	0	15	1	18	21	61	5.9	3.84	29	1.4
-14.733	-59.017	Latossolo Vermelho Escuro	AQa13	200	A5	65	110	4	1.7	18.1	80.2	4.1	0.5	10	1.4
-14.733	-59.017	Latossolo Vermelho Escuro	AQa13	200	A4	30	65	3	3.4	20.9	75.7	4.1	0.6	10	1.4
-14.733	-59.017	Latossolo Vermelho Escuro	AQa13	200	A3	10	30	2	7.8	16.7	75.5	4	0.7	10	1.4
-14.733	-59.017	Latossolo Vermelho Escuro	AQa13	200	A1	0	10	1	6.2	17.7	76.1	3.8	1.3	10	1.4
-9.117	-59.017	Li ál. At. Baixa méd.	Li	200	AC	20	45	2	57.3	25	17.7	3.8	1.1	10	1.4
-9.117	-59.017	Li ál. At. Baixa méd.	Li	200	A1	0	20	1	59.2	22	18.8	3.5	3.1	10	1.4
1.300	-59.000	LA d text méd	LA	200	B22	60	120	4	21	19	60	4.3	0.12	12	1.4
1.300	-59.000	LA d text méd	LA	200	A3/B1	10	30	2	21	13	66	4.2	0.24	12	1.4
1.300	-59.000	LA d text méd	LA	200	A1	0	10	1	21	13	66	4.1	0.51	13	1.4
1.300	-59.000	LA d text méd	LA	200	B21	30	60	3	17	18	65	4.2	0.15	15	1.4
-16.167	-58.983	0	PV d Tb aren./méd.	200	B3	95	120	5	13.8	26.3	59.9	3.8	1.19	3.8	1.4
-16.167	-58.983	0	PV d Tb aren./méd.	200	B2	60	95	4	10.4	25.1	64.5	3.8	1.36	3.8	1.4
-16.167	-58.983	0	PV d Tb aren./méd.	200	B1	30	60	3	10.9	18.5	70.6	4.1	1.06	4.1	1.4
-16.167	-58.983	0	PV d Tb aren./méd.	200	A3	15	30	2	8.4	12.2	79.4	4.6	1.1	4.6	1.4
-16.167	-58.983	0	PV d Tb aren./méd.	200	A1	0	15	1	11.2	8.9	79.9	5.3	1.26	5.3	1.4
-15.533	-58.967	0	C e Tb méd. casc.	200	(B)	35	50	3	18.5	21.4	60.1	4.7	1	10	1.4
-15.533	-58.967	0	C e Tb méd. casc.	200	A3	5	35	2	17.9	16.8	65.3	4.8	1.7	10	1.4
-15.533	-58.967	0	C e Tb méd. casc.	200	A1	0	5	1	21.2	16.2	62.6	4.9	2.2	10	1.4
-12.667	-58.967	0	AQ a	200	C3	100	150	5	1.4	7	91.6	4.1	0.1	10	1.4
-12.667	-58.967	0	AQ a	200	C2	60	100	4	1.8	6.5	91.7	4.1	0.1	10	1.4
-12.667	-58.967	0	AQ a	200	C1	35	60	3	12.9	4.7	82.4	4.1	0.3	10	1.4
-12.667	-58.967	0	AQ a	200	AC	15	35	2	1.2	5.2	93.6	4	0.7	10	1.4
-12.667	-58.967	0	AQ a	200	A1	0	15	1	2	26	72	3.8	0.9	10	1.4
-13.817	-58.950	0	AQ a	200	C2	95	150	4	1.7	8.2	90.1	4.2	0.2	10	1.4
-13.817	-58.950	0	AQ a	200	C1	40	95	3	2.8	8.1	89.1	4.3	0.6	10	1.4
-13.817	-58.950	0	AQ a	200	AC	15	40	2	2.4	7.1	90.5	4.2	1.3	10	1.4
-13.817	-58.950	0	AQ a	200	A1	0	15	1	4.7	6.4	88.9	3.9	2.5	10	1.4
-11.433	-58.933	LVA d. arg.	LVA	200	B3	120	160	6	19.1	53.8	27.1	5.5	0.5	10	1.4
-11.433	-58.933	LVA d. arg.	LVA	200	B23	90	120	5	16.2	57.1	26.7	5.3	0.6	10	1.4
-11.433	-58.933	LVA d. arg.	LVA	200	B22	60	90	4	14.8	58.5	26.7	4.7	0.8	10	1.4
-11.433	-58.933	LVA d. arg.	LVA	200	B21	40	60	3	14.3	58.6	27.1	4.3	1.3	10	1.4
-11.433	-58.933	LVA d. arg.	LVA	200	A3	20	40	2	21.6	50.1	28.3	4.1	1.9	10	1.4
-11.433	-58.933	LVA d. arg.	LVA	200	A1	0	20	1	16.4	48.7	34.9	4	3.3	10	1.4
-8.933	-58.917	LVA ál. Mod. Text. M. arg.	LVA	200	B24	130	160	5	20	69.3	10.7	4.3	0.5	10	1.4
-8.933	-58.917	LVA ál. Mod. Text. M. arg.	LVA	200	B23	105	130	4	20	67.4	12.6	4.1	0.6	10	1.4
-8.933	-58.917	LVA ál. Mod. Text. M. arg.	LVA	200	B22	60	105	3	15.3	66.9	17.8	4	0.8	10	1.4
-8.933	-58.917	LVA ál. Mod. Text. M. arg.	LVA	200	B21	40	60	2	15.5	66.4	18.1	4	0.8	10	1.4
-8.933	-58.917	LVA ál. Mod. Text. M. arg.	LVA	200	B1	20	40	1	21.2	61.7	17.1	3.9	1.2	10	1.4
-8.933	-58.917	LVA ál. Mod. Text. M. arg.	LVA	200	A1	0	20	1	18.4	56.6	25	3.7	1.9	10	1.4
-1.467	-58.917	PVA  arg. …	PVA	200	B21	20	50	3	42	44	14	3.9	0.43	6.142857143	1.4
-1.467	-58.917	PVA  arg. …	PVA	200	B23	80	120	5	39	49	12	4	0.62	7.75	1.4
-1.467	-58.917	PVA  arg. …	PVA	200	A1	0	5	1	55	28	17	3.5	1.64	8.631578947	1.4
-1.467	-58.917	PVA  arg. …	PVA	200	B22	50	80	4	40	45	15	4	0.57	9.5	1.4
-1.467	-58.917	PVA  arg. …	PVA	200	A3	5	20	2	46	37	17	4	0.83	10.375	1.4
-15.833	-58.900	0	R e arg. Casc.	200	A13	20	45	3	24.3	39.4	36.3	4.8	1	10	1.4
-15.833	-58.900	0	R e arg. Casc.	200	A12	10	20	2	30.6	29.7	39.7	5.7	2.9	10	1.4
-15.833	-58.900	0	R e arg. Casc.	200	A11	0	10	1	37.6	25	37.4	5.6	5.7	10	1.4
-15.200	-58.900	Brunizém Avermelhado	PE16	200	B2t	90	130	4	45.1	48.6	6.3	4.6	0.4	10	1.4
-15.200	-58.900	Brunizém Avermelhado	PE16	200	B1	50	90	3	47.4	37.2	15.4	5	0.7	10	1.4
-15.200	-58.900	Brunizém Avermelhado	PE16	200	A3	25	50	2	44.1	23.3	32.6	6.6	3.5	10	1.4
-15.200	-58.900	Brunizém Avermelhado	PE16	200	A1	0	25	1	46.8	26.5	26.7	6.7	6.3	10	1.4
-15.600	-58.883	0	PE Tb chern. Méd. casc./arg. Casc.	200	B22t	65	110	4	15.7	46.2	38.1	4.8	0.6	10	1.4
-15.600	-58.883	0	PE Tb chern. Méd. casc./arg. Casc.	200	B1	35	65	3	18.5	27.2	54.3	4.8	0.9	10	1.4
-15.600	-58.883	0	PE Tb chern. Méd. casc./arg. Casc.	200	A3	10	35	2	18.9	14	67.1	5	1.6	10	1.4
-15.600	-58.883	0	PE Tb chern. Méd. casc./arg. Casc.	200	A1	0	10	1	19.5	13.8	66.7	5	2.3	10	1.4
-15.317	-58.867	Podzólico Vermelho-Amarelo Eutrófico	PE16	200	B22t	70	120	4	11.7	45.1	43.2	5.4	0.8	10	1.4
-15.317	-58.867	Podzólico Vermelho-Amarelo Eutrófico	PE16	200	B21t	40	70	3	17.8	37.3	44.9	5.3	0.8	10	1.4
-15.317	-58.867	Podzólico Vermelho-Amarelo Eutrófico	PE16	200	A2	15	40	2	18.5	17.7	63.8	5.3	1	10	1.4
-15.317	-58.867	Podzólico Vermelho-Amarelo Eutrófico	PE16	200	Ap	0	15	1	21.8	12.5	65.7	5.4	4.3	10	1.4
-11.583	-58.867	g epiál. …	g	200	C3	100	170	5	12.9	11.7	75.4	4.2	0.2	10	1.4
-11.583	-58.867	g epiál. …	g	200	C2	60	100	4	12.9	12.2	74.9	4.2	0.4	10	1.4
-11.583	-58.867	g epiál. …	g	200	C1	40	60	3	10.8	11	78.2	4.1	0.6	10	1.4
-11.583	-58.867	g epiál. …	g	200	A3	20	40	2	13.6	11.4	75	3.9	0.6	10	1.4
-11.583	-58.867	g epiál. …	g	200	A1	0	20	1	9.4	9.7	80.9	3.5	1	10	1.4
-15.650	-58.850	0	R e méd. 	200	A12	15	40	2	21.7	18.3	60	6.9	0.49	10	1.4
-15.650	-58.850	0	R e méd. 	200	A11	0	15	1	25.7	19	55.3	6.6	0.66	10	1.4
-13.733	-58.850	0	AQd	200	C3	115	160	5	3.4	7	89.6	4.4	0.1	10	1.4
-13.733	-58.850	0	AQd	200	C2	75	115	4	4.3	6.8	88.9	4.4	0.1	10	1.4
-13.733	-58.850	0	AQd	200	AC	15	40	2	3.7	4.9	91.4	4.2	0.4	13	1.4
-13.733	-58.850	0	AQd	200	A1	0	15	1	2.7	4.7	92.6	3.6	0.7	14	1.4
-13.733	-58.850	0	AQd	200	C1	40	75	3	3.9	5.8	90.3	4.3	0.3	15	1.4
-9.350	-58.850	PVA endoál. At. Baixa arg.	PVA	200	B22	85	105	5	23	38	39	3.5	0.44	9	1.4
-9.350	-58.850	PVA endoál. At. Baixa arg.	PVA	200	A1	0	3	1	28	30	42	3.4	2.94	9	1.4
-9.350	-58.850	PVA endoál. At. Baixa arg.	PVA	200	B21	45	85	4	25	37	38	3.1	0.59	12	1.4
-9.350	-58.850	PVA endoál. At. Baixa arg.	PVA	200	B1	20	45	3	26	36	38	3.5	0.73	12	1.4
